,P,F
-1372,1.8756411136942149e-07,7.62965570488016e-06
-1371,1.9232146619427194e-07,7.794816577455646e-06
-1370,1.9576406131703428e-07,7.963501840001275e-06
-1369,1.9781401484917234e-07,8.133471362668942e-06
-1368,2.0070637753054678e-07,8.305496892391771e-06
-1367,2.0269872240153865e-07,8.478847439947737e-06
-1366,2.0693681295366026e-07,8.656161457999087e-06
-1365,2.0841529375418052e-07,8.835493656914589e-06
-1364,2.1216123727577323e-07,9.01711736745849e-06
-1363,2.2625897510512982e-07,9.21321985449711e-06
-1362,2.3032789331605209e-07,9.416680536554567e-06
-1361,2.3648500898515794e-07,9.620553234476232e-06
-1360,2.3916660428470964e-07,9.827617546812365e-06
-1359,2.464726528219325e-07,1.0039902664753995e-05
-1358,2.5097829544664026e-07,1.0257662016365386e-05
-1357,2.5571264940994826e-07,1.0477553330206115e-05
-1356,2.599118636109972e-07,1.0702071266626603e-05
-1355,2.69377188205505e-07,1.093466587605539e-05
-1354,2.736442636081477e-07,1.117204491724113e-05
-1353,2.771111403530989e-07,1.1410047482981472e-05
-1352,2.799356251270178e-07,1.1650687372651531e-05
-1351,2.8641650508372415e-07,1.1897089406800854e-05
-1350,2.9051844635616545e-07,1.2148410918428305e-05
-1349,2.941694104256502e-07,1.2400811860995176e-05
-1348,3.0191626522200574e-07,1.2660611057642005e-05
-1347,3.050886071114011e-07,1.2923302440755557e-05
-1346,3.1519050625450067e-07,1.319481555723439e-05
-1345,3.1767185371551193e-07,1.3470610873900248e-05
-1344,3.2047077838611295e-07,1.3745221685900797e-05
-1343,3.491105378078587e-07,1.404849742166747e-05
-1342,3.582447740996064e-07,1.437091526586688e-05
-1341,3.7080797050332674e-07,1.4693812752386307e-05
-1340,3.748682137917609e-07,1.5021067394279204e-05
-1339,3.798010024278797e-07,1.53490329363753e-05
-1338,3.8405051730204604e-07,1.5681039176448968e-05
-1337,3.877929076850471e-07,1.6015712158986735e-05
-1336,3.9427340079442124e-07,1.6355315798491895e-05
-1335,4.056429443565454e-07,1.670655726351492e-05
-1334,4.166552083677563e-07,1.707021278034471e-05
-1333,4.2564773197930104e-07,1.7438029794436373e-05
-1332,4.311168412195012e-07,1.781144296455643e-05
-1331,4.3442106678364846e-07,1.8186107441554577e-05
-1330,4.407989002762009e-07,1.8566245924207652e-05
-1329,4.482791533240259e-07,1.89531648177673e-05
-1328,4.5976790566390915e-07,1.935096581138906e-05
-1327,4.6429302263156517e-07,1.9753938460941755e-05
-1326,4.746400175189161e-07,2.0164094647779687e-05
-1325,4.812283018847097e-07,2.0581161061918056e-05
-1324,4.898175894121343e-07,2.1004353452695725e-05
-1323,4.926957478245868e-07,2.1430453740031248e-05
-1322,5.10207639939868e-07,2.1871209189632214e-05
-1321,5.479928082000297e-07,2.2353974654306946e-05
-1320,5.556380858462208e-07,2.2849463644190506e-05
-1319,5.671122113300983e-07,2.33401488397108e-05
-1318,5.736535236356176e-07,2.3838778653180776e-05
-1317,5.806979853405014e-07,2.4340942038579726e-05
-1316,5.92914358798267e-07,2.4853610386650614e-05
-1315,6.056324547902675e-07,2.537898661683777e-05
-1314,6.211185686558627e-07,2.5920645782924195e-05
-1313,6.402815052256324e-07,2.6476114336292206e-05
-1312,6.497350807586368e-07,2.7042007230384754e-05
-1311,6.560035783674793e-07,2.7609010238802667e-05
-1310,6.613651161171918e-07,2.8181084608931484e-05
-1309,6.676282050859492e-07,2.8758117560263988e-05
-1308,6.831075675999555e-07,2.9349778077113417e-05
-1307,6.912699267137082e-07,2.9951271770393968e-05
-1306,7.109232397197837e-07,3.056750420475865e-05
-1305,7.270543992655402e-07,3.1202600001152614e-05
-1304,7.479754238768149e-07,3.1855183392782154e-05
-1303,7.536236635061261e-07,3.2512431481249015e-05
-1302,7.611820798297075e-07,3.316994271856096e-05
-1301,8.428599365134334e-07,3.390973169723192e-05
-1300,8.627381545958082e-07,3.4695847350940024e-05
-1299,8.73701071521988e-07,3.5458136291180556e-05
-1298,8.893649493971447e-07,3.623186256829122e-05
-1297,9.000174813770664e-07,3.7016006583879817e-05
-1296,9.158226159037588e-07,3.7813435542777874e-05
-1295,9.233857358744904e-07,3.861834680635262e-05
-1294,9.33764515534244e-07,3.9427613482714255e-05
-1293,9.509358743388147e-07,4.025404394642538e-05
-1292,9.782998542715383e-07,4.1107207495181544e-05
-1291,9.940684514589584e-07,4.197119818457696e-05
-1290,1.0023960886411615e-06,4.2843892903925063e-05
-1289,1.0085399762218857e-06,4.371832382057038e-05
-1288,1.0339817244885618e-06,4.461646590908023e-05
-1287,1.0488674002286376e-06,4.5536304686673914e-05
-1286,1.0877184567216736e-06,4.6484255766240405e-05
-1285,1.114283703553625e-06,4.746661862903014e-05
-1284,1.1409939889949907e-06,4.846944519723642e-05
-1283,1.1545305777457077e-06,4.948021256740498e-05
-1282,1.1687440208170215e-06,5.0497496755320094e-05
-1281,1.1757336159109487e-06,5.152072694491809e-05
-1280,1.2042658514160513e-06,5.2568000526572406e-05
-1279,1.2396380727620304e-06,5.3656916079757966e-05
-1278,1.2693273604886821e-06,5.476980898664179e-05
-1277,1.2928834852138725e-06,5.589866087610612e-05
-1276,1.3091571060167329e-06,5.704239820735673e-05
-1275,1.3248285148998479e-06,5.8195264111978125e-05
-1274,1.347330663307063e-06,5.9367313849180086e-05
-1273,1.3625689963098363e-06,6.055405792898987e-05
-1272,1.4113692077874602e-06,6.178659328906651e-05
-1271,1.436425130371583e-06,6.303976769453934e-05
-1270,1.4530133694458961e-06,6.430696270543843e-05
-1269,1.4682590181631245e-06,6.558346897032732e-05
-1268,1.4806233437944692e-06,6.687095297118877e-05
-1267,1.4970328045469942e-06,6.817282007755271e-05
-1266,1.5747342547492134e-06,6.95499376432419e-05
-1265,1.589278302989675e-06,7.096267277101529e-05
-1264,1.6311755684521954e-06,7.238454997882105e-05
-1263,1.6753548831311457e-06,7.386096417387383e-05
-1262,1.7066064836768704e-06,7.536121849650263e-05
-1261,1.7190084842703937e-06,7.68644417038295e-05
-1260,1.7442097423542018e-06,7.83820418163208e-05
-1259,1.8083415253937785e-06,7.99687042538928e-05
-1258,1.868452568098227e-06,8.161943939284949e-05
-1257,1.906234474161149e-06,8.329242778370068e-05
-1256,1.9372548492675867e-06,8.499019390339963e-05
-1255,1.9660858518628036e-06,8.67109533736633e-05
-1254,1.9935216034824058e-06,8.845496495835444e-05
-1253,2.0097375047181417e-06,9.021016942238001e-05
-1252,2.0323146343883645e-06,9.197967711681854e-05
-1251,2.061900528335252e-06,9.377870950651049e-05
-1250,2.0982893574158836e-06,9.561136214664048e-05
-1249,2.1322300015359774e-06,9.747394712982847e-05
-1248,2.17086708660926e-06,9.937102189517534e-05
-1247,2.1938705158756565e-06,0.00010129074261511087
-1246,2.3602038528960803e-06,0.00010336669677872013
-1245,2.3864278109670025e-06,0.00010552306659196919
-1244,2.4245543556346227e-06,0.00010764133344361016
-1243,2.511868496633991e-06,0.00010985134831851904
-1242,2.5768203433448265e-06,0.00011214085047728184
-1241,2.6002162581962474e-06,0.00011443609679156811
-1240,2.6308746881895386e-06,0.00011673630212177244
-1239,2.650539281705891e-06,0.00011905634066518013
-1238,2.688970264381274e-06,0.00012140613771849046
-1237,2.7480608864947475e-06,0.00012382050484137242
-1236,2.8159479532465876e-06,0.00012628564042195872
-1235,2.87318462458872e-06,0.00012881410414211875
-1234,2.9100502749014113e-06,0.00013137377430910748
-1233,2.9348177987996133e-06,0.00013394199435839296
-1232,2.972816069725078e-06,0.00013653842078929247
-1231,3.0098368620832282e-06,0.00013917204241311438
-1230,3.0666949615817546e-06,0.00014186091592569103
-1229,3.1289274226126593e-06,0.0001446089861543101
-1228,3.223174275614436e-06,0.00014744200282753315
-1227,3.2640767800283683e-06,0.00015032369595363002
-1226,3.3050796824495235e-06,0.00015322085393946864
-1225,3.351672283166678e-06,0.00015616106342042192
-1224,3.4617518515130106e-06,0.0001592028404391789
-1223,3.4922561683921037e-06,0.00016229292630187873
-1222,3.631804634362205e-06,0.0001654792055625399
-1221,3.6875851014788613e-06,0.00016876565205873546
-1220,3.7513144039182187e-06,0.00017205870577889922
-1219,3.7948893062307447e-06,0.00017538877951735402
-1218,3.839931442907824e-06,0.00017875054286785829
-1217,3.9385561120618714e-06,0.0001822122172684952
-1216,4.055681421745554e-06,0.00018577407852946772
-1215,4.153702498481577e-06,0.0001894398453771417
-1214,4.1945413454154915e-06,0.00019314330790581218
-1213,4.250589632172217e-06,0.00019687384993997902
-1212,4.289428023614501e-06,0.0002006312728974687
-1211,4.338211815088618e-06,0.00020443234283309703
-1210,4.376605439918366e-06,0.00020827131503719503
-1209,4.42592571552403e-06,0.00021215002797354493
-1208,4.584967672427509e-06,0.00021618468423173113
-1207,4.660665285691443e-06,0.00022032643884251703
-1206,4.794944103780428e-06,0.00022454702932336347
-1205,4.852681920450637e-06,0.00022884519625302371
-1204,5.086625049886101e-06,0.00023333408020184405
-1203,5.149642882421818e-06,0.00023794192978594683
-1202,5.210420568862043e-06,0.0002425130077540357
-1201,5.317861682689791e-06,0.00024719810719919176
-1200,5.481354832804935e-06,0.0002520440332735299
-1199,5.545584923669916e-06,0.0002569547128087101
-1198,5.622487977475868e-06,0.00026189153554022674
-1197,5.681933878138896e-06,0.00026688970101702153
-1196,5.800199419552431e-06,0.00027199077441198165
-1195,5.88793013037213e-06,0.00027719701663684833
-1194,5.969700079862494e-06,0.0002824357814550166
-1193,6.089173146321239e-06,0.00028779706270914014
-1192,6.151785744469845e-06,0.00029320740045922397
-1191,6.2555032460338066e-06,0.0002987059398113911
-1190,6.3095559273257685e-06,0.00030426425797254475
-1189,6.3723702997581564e-06,0.00030985311118918076
-1188,6.650474709699038e-06,0.0003157214095931983
-1187,6.784915035054037e-06,0.0003218110593200733
-1186,7.0934361460088695e-06,0.00032809056519232687
-1185,7.162716626527953e-06,0.0003345010176852478
-1184,7.268797204667391e-06,0.0003409094999873562
-1183,7.3413459257801385e-06,0.0003473962450465163
-1182,7.418478871696932e-06,0.00035392785490168734
-1181,7.521615295546977e-06,0.0003605519559395122
-1180,7.778780047144244e-06,0.00036742477071250574
-1179,7.920174374407522e-06,0.0003744986598014871
-1178,8.095866640782907e-06,0.0003816367551397285
-1177,8.218921863443974e-06,0.000388900781168299
-1176,8.29514664052439e-06,0.0003962135041163061
-1175,8.447310640964365e-06,0.0004036635113955739
-1174,8.602100138015764e-06,0.00041124768330713093
-1173,8.745512323359946e-06,0.00041897662019144464
-1172,8.82708247663065e-06,0.0004267720490373521
-1171,8.994086491928561e-06,0.00043470518559169367
-1170,9.105312680318315e-06,0.0004427490147264511
-1169,9.244549624475062e-06,0.000450898097949654
-1168,9.306721151519218e-06,0.00045911311535914675
-1167,9.474383439899262e-06,0.00046745619426240016
-1166,1.0128480083338769e-05,0.00047647447658974944
-1165,1.0251172275072094e-05,0.0004857861672601594
-1164,1.0507433771321292e-05,0.0004950749897526684
-1163,1.0615483911616093e-05,0.0005045241274743478
-1162,1.0742188889758892e-05,0.0005140088989588452
-1161,1.092035536386558e-05,0.0005236602739499575
-1160,1.1166802960190012e-05,0.0005335371383392242
-1159,1.1353780613187976e-05,0.000543649628455034
-1158,1.1749680612717656e-05,0.0005540592990964328
-1157,1.1914937624998989e-05,0.0005646659270425225
-1156,1.2040183268436813e-05,0.0005752979588345063
-1155,1.216817514458775e-05,0.0005860609963470584
-1154,1.2327893483513645e-05,0.0005969672599303406
-1153,1.2476154358178978e-05,0.0006080148768637876
-1152,1.2623165420501101e-05,0.0006191628676127513
-1151,1.2950724372209777e-05,0.000630623718437291
-1150,1.3143685571381153e-05,0.0006423051841987545
-1149,1.3485507071892029e-05,0.0006542652648735314
-1148,1.3600543006154552e-05,0.0006663654555922728
-1147,1.370931418637664e-05,0.0006784635061691392
-1146,1.5093722718874798e-05,0.0006919413468224931
-1145,1.5366421468547747e-05,0.0007061957724058437
-1144,1.5679761171025983e-05,0.0007201573735367635
-1143,1.5880994237144413e-05,0.0007343217365485637
-1142,1.605642029254834e-05,0.0007485827589880865
-1141,1.6236694463328374e-05,0.0007630092920280745
-1140,1.6362047158172224e-05,0.0007775381805182677
-1139,1.656289519956058e-05,0.0007922130565585928
-1138,1.6857306582360276e-05,0.0008071830419434079
-1137,1.7321434117753412e-05,0.0008226382875829107
-1136,1.7612979400979988e-05,0.0008382718957753154
-1135,1.780895830288898e-05,0.0008541228844249285
-1134,1.7915678411383877e-05,0.0008700243425547471
-1133,1.8094289784742555e-05,0.0008860584201367949
-1132,1.837711263894379e-05,0.0009023700391161063
-1131,1.892408697375523e-05,0.0009192076466843818
-1130,1.9184028710860103e-05,0.0009363903088399403
-1129,1.9642037609956795e-05,0.0009539093752972386
-1128,1.9903664104099447e-05,0.0009716893212354808
-1127,2.0160636336088938e-05,0.0009896132901075921
-1126,2.0276063151839373e-05,0.001007635111351379
-1125,2.073619121973315e-05,0.001026042484379668
-1124,2.163813448957156e-05,0.0010454479953177012
-1123,2.1978013066650794e-05,0.0010652728212031622
-1122,2.2351513033354324e-05,0.0010851379607998378
-1121,2.2607829845326718e-05,0.0011052996065093002
-1120,2.2851766900945643e-05,0.0011255986729288283
-1119,2.32375772571879e-05,0.0011462474092455272
-1118,2.3578969027983896e-05,0.0011672267414569938
-1117,2.433671162441417e-05,0.0011889681393482496
-1116,2.483756313726626e-05,0.0012110861793441052
-1115,2.5114200100096517e-05,0.001233486535908048
-1114,2.5322001689443855e-05,0.001255974276360702
-1113,2.5532398568000604e-05,0.001278661582570451
-1112,2.57185734581392e-05,0.0013015131026622093
-1111,2.6362563587501997e-05,0.0013249555435321477
-1110,2.6630878558803006e-05,0.0013488093640137227
-1109,2.721713920677928e-05,0.0013730333479127644
-1108,2.794688695354433e-05,0.0013980961814473074
-1107,2.8471995064899662e-05,0.0014236498443538467
-1106,2.8666714513312828e-05,0.0014492483499023256
-1105,2.9020833949144834e-05,0.0014750398221966769
-1104,3.084242831095988e-05,0.0015027108078153883
-1103,3.157961735791178e-05,0.0015315742086939193
-1102,3.197744475346678e-05,0.0015601368918200466
-1101,3.2529880763454e-05,0.0015891882419155844
-1100,3.298493237977632e-05,0.0016186710460005384
-1099,3.341533934616456e-05,0.0016485517292143788
-1098,3.3702171746217864e-05,0.0016786313450606976
-1097,3.41291361498985e-05,0.0017090255904032602
-1096,3.4598754695708186e-05,0.0017398864555358323
-1095,3.522218542625966e-05,0.0017713265771148736
-1094,3.5718746071074345e-05,0.0018031497655283963
-1093,3.6155805368524876e-05,0.0018354312694302385
-1092,3.646087607281692e-05,0.001867958339346541
-1091,3.768674387044888e-05,0.0019016075333026495
-1090,3.812648974347159e-05,0.0019360585318852542
-1089,3.899594652826284e-05,0.0019708578625296375
-1088,4.030084183100239e-05,0.002007124389196387
-1087,4.104894506892961e-05,0.0020443019655238624
-1086,4.142926235142122e-05,0.002081478719144049
-1085,4.187400888833646e-05,0.0021188672476207594
-1084,4.214687699169946e-05,0.0021565314431863684
-1083,4.2697292485306775e-05,0.002194619102983145
-1082,4.349403270315365e-05,0.0022335730501074533
-1081,4.4518120262581845e-05,0.0022734142323486304
-1080,4.542476586786854e-05,0.0023141548302939114
-1079,4.595766023303193e-05,0.002355451072221378
-1078,4.6402367392514584e-05,0.002396886457970808
-1077,4.716394406741303e-05,0.002438999593805694
-1076,4.766457077899883e-05,0.0024816261008962616
-1075,4.875442982008932e-05,0.0025252607176522676
-1074,4.9627372433639116e-05,0.0025696653146474397
-1073,5.0453870148527044e-05,0.002614880459398329
-1072,5.100314649014498e-05,0.002660550077667464
-1071,5.1580676607991156e-05,0.002706660330913572
-1070,5.221496592688877e-05,0.002753374494294665
-1069,5.399930347793352e-05,0.0028017527074661575
-1068,5.441692565120232e-05,0.00285094088017238
-1067,5.568247458451314e-05,0.0029006991760876667
-1066,5.675372174711395e-05,0.0029519054600400706
-1065,5.758390700633785e-05,0.003003615282319784
-1064,5.8104307801743916e-05,0.003055651506146951
-1063,5.888361612162261e-05,0.0031082673039755605
-1062,6.0091112502551055e-05,0.003162187397227002
-1061,6.185693032123326e-05,0.0032177066585731278
-1060,6.340007426985236e-05,0.0032747131481564804
-1059,6.409363407786218e-05,0.003332534464492417
-1058,6.491122117921665e-05,0.0033907125794764943
-1057,6.550980639832711e-05,0.00344940151415038
-1056,6.602458749039783e-05,0.0035084656922366028
-1055,6.679194560027928e-05,0.003568206800221797
-1054,6.752804588010692e-05,0.003628691738900856
-1053,6.868181325553446e-05,0.003690233671185917
-1052,6.964820713942593e-05,0.00375273244638124
-1051,7.153888928982596e-05,0.003816887716470628
-1050,7.24513208975702e-05,0.003882286841062873
-1049,7.622853720310759e-05,0.003950899513673701
-1048,7.705227967064781e-05,0.004021379070082548
-1047,7.776748933194956e-05,0.004090984594874699
-1046,7.981763432385146e-05,0.00416269544117652
-1045,8.160458831994845e-05,0.00423654756983937
-1044,8.236094270664471e-05,0.004310825320493926
-1043,8.349537464776507e-05,0.00438565387009739
-1042,8.433260494749643e-05,0.004461396577705728
-1041,8.555124958925453e-05,0.004538115782194502
-1040,8.68752462251531e-05,0.004616296003358645
-1039,8.831838585010865e-05,0.004695476319022265
-1038,8.983113500240135e-05,0.004776266284782768
-1037,9.076251703375382e-05,0.004857882295537393
-1036,9.156617816009332e-05,0.004939980017609705
-1035,9.257563581740484e-05,0.005022931856445791
-1034,9.352535688795206e-05,0.005106778116094775
-1033,9.50409983149093e-05,0.005192101009916768
-1032,9.678644910132288e-05,0.005279315109947537
-1031,0.00010086994775631203,0.005370160926459761
-1030,0.00010189018703353055,0.00546294272920946
-1029,0.00010334786317195256,0.005555861830335974
-1028,0.00010457867785199879,0.005650074928241626
-1027,0.00010612335351153611,0.005745443725722284
-1026,0.00010708536928909779,0.0058418156955744455
-1025,0.00011050880907342034,0.005941174484804382
-1024,0.00011206003575198015,0.006043085588172373
-1023,0.00011423129012858325,0.0061457785319796515
-1022,0.00011598195853242917,0.006250129148034069
-1021,0.00011729517823337802,0.006355595129242239
-1020,0.00011950591813361193,0.006463147026281915
-1019,0.00012192656823999825,0.006572820195769646
-1018,0.000124107930227747,0.006684726545430473
-1017,0.00012517050888189089,0.006797682736717841
-1016,0.0001269638822494393,0.0069118689386662695
-1015,0.000128351710658695,0.007027292171562805
-1014,0.00012973001966138625,0.007143866823345051
-1013,0.00013084552265783299,0.007261533490679581
-1012,0.0001320668522961172,0.007380188161995427
-1011,0.0001374464994468623,0.007504077082883868
-1010,0.00013907745264483533,0.007631100205618494
-1009,0.00014296989946737342,0.007759942408037245
-1008,0.0001444342918842905,0.007891155523296755
-1007,0.00014711122404475417,0.00802369474404374
-1006,0.00014888618769752718,0.008158255161936244
-1005,0.00015144436664188383,0.00829456608378684
-1004,0.00015366815742249277,0.008433685026534521
